Name,Muscle,Equipment,Type,Video,Image 1,Image 2,Rating
Standing Soleus And Achilles Stretch,calves,none,stretching,https://videos.bodybuilding.com/video/mp4/60000/60812m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/415/Male/m/415_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/415/Male/m/415_2.jpg,4.2
Seated Calf Stretch,calves,none,stretching,https://videos.bodybuilding.com/video/mp4/60000/60432m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/404/Male/m/404_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/404/Male/m/404_2.jpg,4.1
Balance Board,calves,other,strength,https://videos.bodybuilding.com/video/mp4/24000/25651m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/263/Male/m/263_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/263/Male/m/263_2.jpg,7.5
Donkey Calf Raises,calves,other,strength,https://videos.bodybuilding.com/video/mp4/32000/32211m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/296/Male/m/296_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/296/Male/m/296_2.jpg,7.4
Anterior Tibialis-SMR,calves,other,stretching,https://videos.bodybuilding.com/video/mp4/60000/60622m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/623/Male/m/623_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/623/Male/m/623_2.jpg,5.3
Peroneals Stretch,calves,other,stretching,https://videos.bodybuilding.com/video/mp4/60000/60312m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/611/Male/m/611_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/611/Male/m/611_2.jpg,3.3
Foot-SMR,calves,other,stretching,https://videos.bodybuilding.com/video/mp4/60000/60652m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/626/Male/m/626_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/626/Male/m/626_2.jpg,5.7
Posterior Tibialis Stretch,calves,other,stretching,https://videos.bodybuilding.com/video/mp4/60000/60342m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/613/Male/m/613_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/613/Male/m/613_2.jpg,1
Bodyweight Lunge,quadriceps,body only,strength,https://videos.bodybuilding.com/video/mp4/120000/120631m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4461/Male/m/4461_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4461/Male/m/4461_2.jpg,9
Double Leg Butt Kick,quadriceps,body only,plyometrics,https://videos.bodybuilding.com/video/mp4/94000/94832m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/778/Male/m/778_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/778/Male/m/778_2.jpg,8.8
Standing Long Jump,quadriceps,body only,plyometrics,https://videos.bodybuilding.com/video/mp4/94000/95002m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/831/Male/m/831_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/831/Male/m/831_2.jpg,8.8
Burpee,quadriceps,body only,cardio,https://videos.bodybuilding.com/video/mp4/118000/118171m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3153/Male/m/3153_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3153/Male/m/3153_2.jpg,8.8
Bodyweight Squat,quadriceps,body only,strength,https://videos.bodybuilding.com/video/mp4/90000/90572m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/855/Male/m/855_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/855/Male/m/855_2.jpg,8.8
Scissors Jump,quadriceps,body only,plyometrics,https://videos.bodybuilding.com/video/mp4/94000/94942m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/813/Male/m/813_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/813/Male/m/813_2.jpg,8.5
Freehand Jump Squat,quadriceps,body only,strength,https://videos.bodybuilding.com/video/mp4/28000/29281m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/108/Male/m/108_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/108/Male/m/108_2.jpg,8.4
Jog In Place,quadriceps,body only,cardio,https://videos.bodybuilding.com/video/mp4/118000/118271m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2963/Male/m/2963_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2963/Male/m/2963_2.jpg,8.4
Bodyweight Reverse Lunge,quadriceps,body only,strength,https://videos.bodybuilding.com/video/mp4/120000/120091m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4051/Male/m/4051_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4051/Male/m/4051_2.jpg,8.3
Butt Kicks,quadriceps,body only,cardio,https://videos.bodybuilding.com/video/mp4/118000/118181m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3143/Male/m/3143_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3143/Male/m/3143_2.jpg,8.2
Alien Squat,quadriceps,body only,plyometrics,https://videos.bodybuilding.com/video/mp4/120000/120991m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4541/Male/m/4541_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4541/Male/m/4541_2.jpg,8.2
Rocket Jump,quadriceps,body only,plyometrics,https://videos.bodybuilding.com/video/mp4/94000/94922m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/812/Male/m/812_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/812/Male/m/812_2.jpg,8
Pistol Squat,quadriceps,body only,strength,https://videos.bodybuilding.com/video/mp4/116000/117851m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3481/Male/m/3481_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3481/Male/m/3481_2.jpg,7.9
Side Lunge,quadriceps,body only,strength,https://videos.bodybuilding.com/video/mp4/116000/117881m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2873/Male/m/2873_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2873/Male/m/2873_2.jpg,7.8
Walking High Knees,quadriceps,body only,cardio,https://videos.bodybuilding.com/video/mp4/118000/118381m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3053/Male/m/3053_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3053/Male/m/3053_2.jpg,7.8
bosu ball squat,quadriceps,exercise ball,strength,https://videos.bodybuilding.com/video/mp4/116000/117701m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3431/Male/m/3431_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3431/Male/m/3431_2.jpg,NA
Squats - With Bands,quadriceps,bands,strength,https://videos.bodybuilding.com/video/mp4/32000/32581m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/260/Male/m/260_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/260/Male/m/260_2.jpg,5.8
Hip Flexion with Band,quadriceps,bands,strength,https://videos.bodybuilding.com/video/mp4/94000/95201m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/878/Male/m/878_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/878/Male/m/878_2.jpg,NA
Forward Band Walk,quadriceps,bands,strength,https://videos.bodybuilding.com/video/mp4/118000/118491m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3731/Male/m/3731_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3731/Male/m/3731_2.jpg,NA
Clean from Blocks,quadriceps,barbell,olympic weightlifting,https://videos.bodybuilding.com/video/mp4/76000/76952m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/746/Male/m/746_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/746/Male/m/746_2.jpg,9.5
Barbell Full Squat,quadriceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/54000/54671m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/64/Male/m/64_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/64/Male/m/64_2.jpg,9.4
Snatch,quadriceps,barbell,olympic weightlifting,https://videos.bodybuilding.com/video/mp4/76000/77922m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/187/Male/m/187_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/187/Male/m/187_2.jpg,9.3
Hang Clean,quadriceps,barbell,olympic weightlifting,https://videos.bodybuilding.com/video/mp4/76000/77532m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/688/Male/m/688_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/688/Male/m/688_2.jpg,9.3
Box Squat,quadriceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/76000/76682m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/665/Male/m/665_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/665/Male/m/665_2.jpg,9.3
Reverse Band Box Squat,quadriceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/76000/76472m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/753/Male/m/753_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/753/Male/m/753_2.jpg,9.3
Barbell Walking Lunge,quadriceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/106000/107032m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2241/Male/m/2241_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2241/Male/m/2241_2.jpg,9.2
Olympic Squat,quadriceps,barbell,olympic weightlifting,https://videos.bodybuilding.com/video/mp4/78000/78242m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/700/Male/m/700_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/700/Male/m/700_2.jpg,9.1
Narrow Stance Squats,quadriceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29801m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/269/Male/m/269_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/269/Male/m/269_2.jpg,9
Box Squat with Bands,quadriceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/78000/78392m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_2.jpg,9
Squat with Chains,quadriceps,barbell,powerlifting,https://videos.bodybuilding.com/video/mp4/78000/78392m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/705/Male/m/705_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/705/Male/m/705_2.jpg,9
Weighted Jump Squat,quadriceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/98000/99802m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/m/887_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/m/887_2.jpg,9
Front Barbell Squat,quadriceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29301m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/42/Male/m/42_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/42/Male/m/42_2.jpg,8.9
Barbell Squat,quadriceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/118000/118981m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3861/Male/m/3861_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3861/Male/m/3861_2.jpg,8.9
Barbell Lunge,quadriceps,barbell,strength,https://videos.bodybuilding.com/video/mp4/24000/25731m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/41/Male/m/41_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/41/Male/m/41_2.jpg,8.8
Cable Hip Adduction,quadriceps,cable,strength,https://videos.bodybuilding.com/video/mp4/54000/54791m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/312/Male/m/312_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/312/Male/m/312_2.jpg,8.2
Cable Deadlifts,quadriceps,cable,strength,https://videos.bodybuilding.com/video/mp4/94000/94012m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/860/Male/m/860_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/860/Male/m/860_2.jpg,7.7
Dumbbell Squat,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29151m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/85/Male/m/85_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/85/Male/m/85_2.jpg,8.9
Dumbbell Goblet Squat,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/118000/119391m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3711/Male/m/3711_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3711/Male/m/3711_2.jpg,8.9
Dumbbell Lunges,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/54000/54851m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/32/Male/m/32_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/32/Male/m/32_2.jpg,8.8
Dumbbell Rear Lunge,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29111m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/109/Male/m/109_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/109/Male/m/109_2.jpg,8.7
Split Squat with Dumbbells,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/94000/94752m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/800/Male/m/800_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/800/Male/m/800_2.jpg,8.6
Plie Dumbbell Squat,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/30000/30111m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/43/Male/m/43_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/43/Male/m/43_2.jpg,8.3
Dumbbell Seated Box Jump,quadriceps,dumbbell,plyometrics,https://videos.bodybuilding.com/video/mp4/98000/99212m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1151/Male/m/1151_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1151/Male/m/1151_2.jpg,8.3
Dumbbell Step Ups,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/28000/29171m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/63/Male/m/63_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/63/Male/m/63_2.jpg,8.2
Dumbbell Walking Lunge,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/120000/121091m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4581/Male/m/4581_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4581/Male/m/4581_2.jpg,7.3
Dumbbell Squat To A Bench,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/54000/54901m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/61/Male/m/61_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/61/Male/m/61_2.jpg,7
Dumbbell Overhead Squat,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/118000/119451m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3771/Male/m/3771_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3771/Male/m/3771_2.jpg,NA
Single-Arm Dumbbell Overhead Squat,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/118000/119471m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3781/Male/m/3781_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3781/Male/m/3781_2.jpg,NA
Close-Stance Dumbbell Front Squat,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/122000/122671m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4771/Male/m/4771_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4771/Male/m/4771_2.jpg,NA
Dumbbell Squat Snatch,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/122000/123232m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5433/Male/m/5433_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5433/Male/m/5433_2.jpg,NA
Dumbbell Lunge and Curl,quadriceps,dumbbell,strength,https://videos.bodybuilding.com/video/mp4/122000/122641m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4731/Male/m/4731_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4731/Male/m/4731_2.jpg,NA
Quadriceps-SMR,quadriceps,foamroll,stretching,https://videos.bodybuilding.com/video/mp4/60000/61032m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/615/Male/m/615_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/615/Male/m/615_2.jpg,5.4
Front Squats With Two Kettlebells,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/62000/62962m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_2.jpg,9.2
Kettlebell Pistol Squat,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/62000/63032m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/521/Male/m/521_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/521/Male/m/521_2.jpg,9.1
Goblet Squat,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/62000/63912m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/590/Male/m/590_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/590/Male/m/590_2.jpg,8.7
Kettlebell Curtsy Lunge,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/118000/119511m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3801/Male/m/3801_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3801/Male/m/3801_2.jpg,7.7
One-Arm Overhead Kettlebell Squats,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/62000/63262m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/522/Male/m/522_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/522/Male/m/522_2.jpg,7
Single Arm Overhead Kettlebell Squat,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/116000/116482m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2793/Male/m/2793_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2793/Male/m/2793_2.jpg,NA
Kettlebell Sumo Squat,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/120000/120231m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4281/Male/m/4281_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4281/Male/m/4281_2.jpg,NA
Kettlebell Side Squat,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/122000/123112m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5283/Male/m/5283_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5283/Male/m/5283_2.jpg,NA
Kettlebell Thruster Progression,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/122000/123132m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5303/Male/m/5303_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5303/Male/m/5303_2.jpg,NA
Split Squat With Kettlebells,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/122000/123192m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4141/Male/m/4141_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4141/Male/m/4141_2.jpg,NA
Kettlebell Fire Feet,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/122000/123122m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5293/Male/m/5293_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5293/Male/m/5293_2.jpg,NA
Kettlebell Squat Clean,quadriceps,kettlebells,strength,https://videos.bodybuilding.com/video/mp4/122000/123192m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5483/Male/m/5483_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5483/Male/m/5483_2.jpg,NA
Single-Leg Press,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/118000/119151m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3941/Male/m/3941_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3941/Male/m/3941_2.jpg,9.6
Step Mill,quadriceps,machine,cardio,https://videos.bodybuilding.com/video/mp4/70000/71912m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/656/Male/m/656_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/656/Male/m/656_2.jpg,9.1
"Rowing, Stationary",quadriceps,machine,cardio,https://videos.bodybuilding.com/video/mp4/70000/71852m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/652/Male/m/652_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/652/Male/m/652_2.jpg,8.9
Leg Press,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/28000/29581m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/57/Male/m/57_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/57/Male/m/57_2.jpg,8.8
Narrow Stance Hack Squats,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/28000/29781m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/271/Male/m/271_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/271/Male/m/271_2.jpg,8.8
Narrow Stance Leg Press,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/28000/29791m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/272/Male/m/272_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/272/Male/m/272_2.jpg,8.8
Elliptical Trainer,quadriceps,machine,cardio,https://videos.bodybuilding.com/video/mp4/70000/71772m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/648/Male/m/648_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/648/Male/m/648_2.jpg,8.8
Stairmaster,quadriceps,machine,cardio,https://videos.bodybuilding.com/video/mp4/70000/71892m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/655/Male/m/655_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/655/Male/m/655_2.jpg,8.8
Chair Squat,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/104000/104322m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1821/Male/m/1821_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1821/Male/m/1821_2.jpg,8.8
Machine Squat,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/116000/117491m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3193/Male/m/3193_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/3193/Male/m/3193_2.jpg,8.8
Smith Machine Squat,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/30000/30881m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/65/Male/m/65_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/65/Male/m/65_2.jpg,8.7
Leg Extensions,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/28000/29561m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/53/Male/m/53_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/53/Male/m/53_2.jpg,8.5
Hack Squat,quadriceps,machine,strength,https://videos.bodybuilding.com/video/mp4/32000/32341m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/56/Male/m/56_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/56/Male/m/56_2.jpg,8.4
"Running, Treadmill",quadriceps,machine,cardio,https://videos.bodybuilding.com/video/mp4/70000/71872m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/653/Male/m/653_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/653/Male/m/653_2.jpg,8.4
"Bicycling, Stationary",quadriceps,machine,cardio,https://videos.bodybuilding.com/video/mp4/70000/71762m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/647/Male/m/647_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/647/Male/m/647_2.jpg,8.3
Wall Ball Squat,quadriceps,medicine ball,plyometrics,https://videos.bodybuilding.com/video/mp4/120000/120431m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4151/Male/m/4151_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4151/Male/m/4151_2.jpg,8.6
Medicine Ball Ninja,quadriceps,medicine ball,plyometrics,https://videos.bodybuilding.com/video/mp4/122000/123102m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5273/Male/m/5273_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/5273/Male/m/5273_2.jpg,8.3
Mountain Climbers,quadriceps,none,plyometrics,https://videos.bodybuilding.com/video/mp4/60000/60192m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/608/Male/m/608_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/608/Male/m/608_2.jpg,8.8
Trail RunningWalking,quadriceps,none,cardio,https://videos.bodybuilding.com/video/mp4/72000/72402m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/657/Male/m/657_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/657/Male/m/657_2.jpg,8.7
Jumping Jacks,quadriceps,none,plyometrics,https://videos.bodybuilding.com/video/mp4/118000/118301m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2943/Male/m/2943_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2943/Male/m/2943_2.jpg,8.5
Bodyweight Walking Lunge,quadriceps,none,strength,https://videos.bodybuilding.com/video/mp4/106000/106952m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2161/Male/m/2161_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/2161/Male/m/2161_2.jpg,8
Alternate Leg Diagonal Bound,quadriceps,none,plyometrics,https://videos.bodybuilding.com/video/mp4/94000/94812m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/760/Male/m/760_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/760/Male/m/760_2.jpg,6.9
Sit Squats,quadriceps,none,stretching,https://videos.bodybuilding.com/video/mp4/60000/60612m.mp4,https://www.bodybuilding.com/exercises/exerciseImages/sequences/637/Male/m/637_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/637/Male/m/637_1.jpg,6.1
